stop_id,stop_code,stop_name,stop_desc,latitude,longitude,zone_id,parent_station,level_name,geometry_point,,
ODT-1656,1656,127 Street & 109A Avenue,Edmonton Transit On-Demand Stop,53.555767,-113.54065,1EDM,,Ground Level,POINT (-113.54065 53.555767),,
6332,6332,148 Street & 129 Avenue,,53.5876,-113.574191,1EDM,,Ground Level,POINT (-113.574191 53.5876),,
6736,6736,116 Street & 137 Avenue,,53.599649,-113.521997,1EDM,,Ground Level,POINT (-113.521997 53.599649),,
3440,3440,Parsons Road & 21 Avenue,,53.451492,-113.482586,1EDM,,Ground Level,POINT (-113.482586 53.451492),,
9426,9426,119A Street & 26 Avenue SW,,53.409496,-113.537124,1EDM,,Ground Level,POINT (-113.537124 53.409496),,
6426,6426,127 Street & 133 Avenue,,53.593484,-113.541277,1EDM,,Ground Level,POINT (-113.541277 53.593484),,
A0419,419,Deerbourne Dr & Delorme Pl,,53.654798,-113.633334,2STA,,Ground Level,POINT (-113.633334 53.654798),,
77840,77840,66 Street & 174 Avenue,,53.636361,-113.442709,1EDM,,Ground Level,POINT (-113.442709 53.636361),,
2822,2822,112 Street & 86 Avenue,,53.5215,-113.520718,1EDM,,Ground Level,POINT (-113.520718 53.5215),,
5227,5227,156 Street & 105 Avenue,,53.54835,-113.590488,1EDM,,Ground Level,POINT (-113.590488 53.54835),,
4328,4328,Ockenden Place & Ogilvie Boulevard,,53.464034,-113.563435,1EDM,,Ground Level,POINT (-113.563435 53.464034),,
7138,7138,93 Street & 137 Avenue,,53.598034,-113.485314,1EDM,,Ground Level,POINT (-113.485314 53.598034),,
A0847,847,Erin Ridge Dr & Ellesmere Dr,,53.655814,-113.62433,2STA,,Ground Level,POINT (-113.62433 53.655814),,
4755,4755,Riverbend Road & Heath Road N,,53.464419,-113.593719,1EDM,,Ground Level,POINT (-113.593719 53.464419),,
4643,4643,Rabbit Hill Road & Terwillegar Boulevard,,53.444306,-113.565709,1EDM,,Ground Level,POINT (-113.565709 53.444306),,
8163,8163,215 Street & Westview Boulevard,,53.552863,-113.690698,1EDM,,Ground Level,POINT (-113.690698 53.552863),,
3037,3037,82 Street & Knottwood Road S,,53.442538,-113.457279,1EDM,,Ground Level,POINT (-113.457279 53.442538),,
1450,1450,34 Street & 106 Avenue,,53.560007,-113.393654,1EDM,,Ground Level,POINT (-113.393654 53.560007),,
S7857,7857,Aspen Tr & Eton Blvd,,53.561418,-113.277114,4SCT,,Ground Level,POINT (-113.277114 53.561418),,
6126,6126,118 Street & 134 Avenue,,53.594847,-113.524706,1EDM,,Ground Level,POINT (-113.524706 53.594847),,
E50,E50,Empire Building LRT Access,,53.541281,-113.493566,,Q3619,Ground Level,POINT (-113.493566 53.541281),,
A0995,995,Kirkwood Dr & Poirier Ave,,53.642821,-113.590213,2STA,,Ground Level,POINT (-113.590213 53.642821),,
E84,E84,,,53.524656,-113.522903,,Q3599,Concourse Level,POINT (-113.522903 53.524656),,
3496,3496,47 Street & 38 Avenue,,53.469969,-113.413831,1EDM,,Ground Level,POINT (-113.413831 53.469969),,
1782,1782,128 Street & 111 Avenue,,53.55898,-113.54319,1EDM,,Ground Level,POINT (-113.54319 53.55898),,
A0795,795,Giroux Rd & Lacombe Dr,,53.646257,-113.66168,2STA,,Ground Level,POINT (-113.66168 53.646257),,
A0855,855,Waverly Dr & Willoughby Dr,,53.649047,-113.59652,2STA,,Ground Level,POINT (-113.59652 53.649047),,
1112,1112,Kingsway RAH Transit Centre Bay F,,53.558464,-113.501167,1EDM,,Ground Level,POINT (-113.501167 53.558464),,
6677,6677,156 Street & 131 Avenue,,53.59041,-113.589535,1EDM,,Ground Level,POINT (-113.589535 53.59041),,
ODT-9968,9968,Blackmud Creek Crescent & Blackmore Court SW,Edmonton Transit On-Demand Stop,53.419163,-113.507456,1EDM,,Ground Level,POINT (-113.507456 53.419163),,
1182,1182,57 Street & 118 Avenue,,53.570283,-113.428809,1EDM,,Ground Level,POINT (-113.428809 53.570283),,
2032,2032,75 Street & 94B Avenue,,53.532248,-113.442298,1EDM,,Ground Level,POINT (-113.442298 53.532248),,
S8113,8113,Jim Common Dr & Crystal Ln,,53.546706,-113.292703,4SCT,,Ground Level,POINT (-113.292703 53.546706),,
5146,5146,142 Street & 104 Avenue,,53.545936,-113.565611,1EDM,,Ground Level,POINT (-113.565611 53.545936),,
2191,2191,79 Street & 95 Avenue,,53.53347,-113.448702,1EDM,,Ground Level,POINT (-113.448702 53.53347),,
2387,2387,96 Street & 66 Avenue,,53.502844,-113.475582,1EDM,,Ground Level,POINT (-113.475582 53.502844),,
S8205,8205,Bethel Transit Terminal,,53.542739,-113.306178,4SCT,,Ground Level,POINT (-113.306178 53.542739),,
ODT-66996,66996,184 Street & 127 Avenue,Edmonton Transit On-Demand Stop,53.583623,-113.639873,1EDM,,Ground Level,POINT (-113.639873 53.583623),,
1899,1899,109 Street & 111 Avenue,,53.559336,-113.508268,1EDM,,Ground Level,POINT (-113.508268 53.559336),,
2774,2774,50 Street & Roper Road,,53.494815,-113.418339,1EDM,,Ground Level,POINT (-113.418339 53.494815),,
E109,E109,103 Street & Jasper Avenue South,,53.540546,-113.497507,,Q2812,Ground Level,POINT (-113.497507 53.540546),,
4696,4696,Lamb Crescent & Leger Way,,53.456706,-113.566808,1EDM,,Ground Level,POINT (-113.566808 53.456706),,
9051,9051,101 Street & Ellerslie Road SW,,53.424697,-113.488511,1EDM,,Ground Level,POINT (-113.488511 53.424697),,
7070,7070,57 Street & 144 Avenue,,53.606776,-113.428811,1EDM,,Ground Level,POINT (-113.428811 53.606776),,
ODT-9237,9237,109 Street & Blackburn Drive W SW,Edmonton Transit On-Demand Stop,53.431042,-113.510138,1EDM,,Ground Level,POINT (-113.510138 53.431042),,
4208,4208,Century Park Transit Centre Bay H,,53.456545,-113.515504,1EDM,,Ground Level,POINT (-113.515504 53.456545),,
4763,4763,Leger Way & Leger Road,,53.458415,-113.577508,1EDM,,Ground Level,POINT (-113.577508 53.458415),,
S7903,7903,Emerald Dr & Ellesmere Ln,,53.567256,-113.283386,4SCT,,Ground Level,POINT (-113.283386 53.567256),,
4632,4632,Magrath Road & 23 Avenue,,53.45391,-113.561503,1EDM,,Ground Level,POINT (-113.561503 53.45391),,
5999,5999,184 Street & Callingwood Road,,53.495627,-113.640776,1EDM,,Ground Level,POINT (-113.640776 53.495627),,
5160,5160,142 Street & 116 Avenue,,53.568048,-113.565721,1EDM,,Ground Level,POINT (-113.565721 53.568048),,
S4933,4933,Salisbury Wy & Wye Rd,,53.5114,-113.308,4SCT,,Ground Level,POINT (-113.308 53.5114),,
9210,9210,121 Street & 22 Avenue SW,,53.411486,-113.537417,1EDM,,Ground Level,POINT (-113.537417 53.411486),,
1225,1225,55 Street & 118 Avenue,,53.570301,-113.425788,1EDM,,Ground Level,POINT (-113.425788 53.570301),,
2794,2794,103 Street & 63 Avenue,,53.499741,-113.492644,1EDM,,Ground Level,POINT (-113.492644 53.499741),,
5448,5448,161 Street & 109 Avenue,,53.55395,-113.598683,1EDM,,Ground Level,POINT (-113.598683 53.55395),,
4277,4277,117 Street & 40 Avenue,,53.476423,-113.535645,1EDM,,Ground Level,POINT (-113.535645 53.476423),,
9838,9838,119 Street & Rutherford Road SW,,53.423002,-113.528541,1EDM,,Ground Level,POINT (-113.528541 53.423002),,
6421,6421,102 Street & 127 Avenue,,53.584875,-113.495998,1EDM,,Ground Level,POINT (-113.495998 53.584875),,
7933,7933,40 Street & 137 Avenue,,53.596982,-113.402313,1EDM,,Ground Level,POINT (-113.402313 53.596982),,
2277,2277,50 Street & 90 Avenue,,53.522119,-113.419443,1EDM,,Ground Level,POINT (-113.419443 53.522119),,
1533,1533,106 Street & 113 Avenue,,53.563074,-113.503292,1EDM,,Ground Level,POINT (-113.503292 53.563074),,
5385,5385,St Albert Trail & 122 Avenue,,53.573245,-113.551379,1EDM,,Ground Level,POINT (-113.551379 53.573245),,
9037,9037,Stanton Drive & 13 Avenue SW,,53.421694,-113.454361,1EDM,,Ground Level,POINT (-113.454361 53.421694),,
99249,99249,119A Street & 34 Avenue SW,,53.403525,-113.545697,1EDM,,Ground Level,POINT (-113.545697 53.403525),,
S8201,8201,Bethel Transit Terminal,,53.542782,-113.307397,4SCT,,Ground Level,POINT (-113.307397 53.542782),,
A0060,60,Kingswood Blvd & Kingsway Dr,,53.651683,-113.584421,2STA,,Ground Level,POINT (-113.584421 53.651683),,
ODT-66023,66023,211 Street & Trumpter Way,Edmonton Transit On-Demand Stop,53.588478,-113.683214,1EDM,,Ground Level,POINT (-113.683214 53.588478),,
9531,9531,88 Street & Summerside Drive SW,,53.420883,-113.467378,1EDM,,Ground Level,POINT (-113.467378 53.420883),,
1201,1201,Coliseum Transit Centre Bay A,,53.570794,-113.458977,1EDM,,Ground Level,POINT (-113.458977 53.570794),,
2224,2224,88 Street & 66 Avenue,,53.502959,-113.466553,1EDM,,Ground Level,POINT (-113.466553 53.502959),,
11334,11334,102 Street & 104 Avenue,,53.546309,-113.495024,1EDM,,Ground Level,POINT (-113.495024 53.546309),,
77691,77691,Cy Becker Boulevard & 168A Avenue SB,,53.628709,-113.400399,1EDM,,Ground Level,POINT (-113.400399 53.628709),,
2045,2045,83 Street & 73 Avenue,,53.509856,-113.454768,1EDM,,Ground Level,POINT (-113.454768 53.509856),,
7623,7623,40 Street & 137 Avenue,,53.597325,-113.402692,1EDM,,Ground Level,POINT (-113.402692 53.597325),,
7001,7001,Northgate Transit Centre Bay A,,53.599882,-113.490955,1EDM,,Ground Level,POINT (-113.490955 53.599882),,
5182,5182,142 Street & 95 Avenue,,53.531111,-113.565682,1EDM,,Ground Level,POINT (-113.565682 53.531111),,
3787,3787,32 Street & 15 Avenue,,53.441795,-113.387889,1EDM,,Ground Level,POINT (-113.387889 53.441795),,
3121,3121,Hewes Way & 28 Avenue,,53.458328,-113.428492,1EDM,,Ground Level,POINT (-113.428492 53.458328),,
QGOV,,Government Station,,53.535885,-113.510327,1EDM,,,POINT (-113.510327 53.535885),,
F3009,3009,101 Street and 99 Avenue NB,,53.710491,-113.213583,6FST,,Ground Level,POINT (-113.213583 53.710491),,
ODT-99058,99058,38 Street & Charlesworth Drive SW,Edmonton Transit On-Demand Stop,53.429681,-113.399268,1EDM,,Ground Level,POINT (-113.399268 53.429681),,
8450,8450,204 Street & Hemingway Road,,53.487448,-113.67285,1EDM,,Ground Level,POINT (-113.67285 53.487448),,
2893,2893,107 Street & 82 Avenue,,53.518192,-113.506744,1EDM,,Ground Level,POINT (-113.506744 53.518192),,
5099,5099,145 Street & 118 Avenue,,53.570342,-113.570539,1EDM,,Ground Level,POINT (-113.570539 53.570342),,
6253,6253,119 Street & 129 Avenue,,53.587639,-113.527168,1EDM,,Ground Level,POINT (-113.527168 53.587639),,
1263,1263,95 Street & 122 Avenue,,53.576684,-113.487772,1EDM,,Ground Level,POINT (-113.487772 53.576684),,
7994,7994,50 Street & 153 Avenue,,53.615727,-113.416753,1EDM,,Ground Level,POINT (-113.416753 53.615727),,
4332,4332,122 Street & Whitemud Drive,,53.482565,-113.541475,1EDM,,Ground Level,POINT (-113.541475 53.482565),,
5333,5333,167 Street & 118 Avenue,,53.570593,-113.609657,1EDM,,Ground Level,POINT (-113.609657 53.570593),,
6101,6101,Veterans Way & 153 Avenue,,53.614069,-113.513302,1EDM,,Ground Level,POINT (-113.513302 53.614069),,
4486,4486,113 Street & 34 Avenue,,53.466226,-113.525318,1EDM,,Ground Level,POINT (-113.525318 53.466226),,
7298,7298,66 Street & 158 Avenue,,53.619407,-113.441965,1EDM,,Ground Level,POINT (-113.441965 53.619407),,
A0677,677,Langholm Dr & Lucien Dr,,53.65063,-113.633634,2STA,,Ground Level,POINT (-113.633634 53.65063),,
4213,4213,Century Park Transit Centre Bay M,,53.457398,-113.515632,1EDM,,Ground Level,POINT (-113.515632 53.457398),,
1338,1338,92 Street & Jasper Avenue,,53.549163,-113.474692,1EDM,,Ground Level,POINT (-113.474692 53.549163),,
6233,6233,104A Street & 134A Avenue,,53.596557,-113.500102,1EDM,,Ground Level,POINT (-113.500102 53.596557),,
4453,4453,116 Street & 9A Avenue,,53.438475,-113.533616,1EDM,,Ground Level,POINT (-113.533616 53.438475),,
4866,4866,Rabbit Hill Road & Sandin Way,,53.440947,-113.565718,1EDM,,Ground Level,POINT (-113.565718 53.440947),,
5297,5297,178 Street & 96 Avenue,,53.530956,-113.630747,1EDM,,Ground Level,POINT (-113.630747 53.530956),,
E180,E180,129 Avenue,,53.587787,-113.433514,,Q3622,Ground Level,POINT (-113.433514 53.587787),,
A0112,112,North Ridge Dr & Napoleon Cres,,53.65154,-113.67205,2STA,,Ground Level,POINT (-113.67205 53.65154),,
7212,7212,Belvedere Transit Centre Bay J,,53.588247,-113.434454,1EDM,,Ground Level,POINT (-113.434454 53.588247),,
5020,5020,148 Street & 80 Avenue,,53.514776,-113.576701,1EDM,,Ground Level,POINT (-113.576701 53.514776),,
99041,99041,Chappelle Green & Chappelle Way SW,,53.401837,-113.586034,1EDM,,Ground Level,POINT (-113.586034 53.401837),,
3866,3866,24 Street & Silver Berry Road,,53.457025,-113.381141,1EDM,,Ground Level,POINT (-113.381141 53.457025),,
5120,5120,153 Street & 95 Avenue,,53.531595,-113.584312,1EDM,,Ground Level,POINT (-113.584312 53.531595),,
5818,5818,180 Street & 69 Avenue,,53.502789,-113.63334,1EDM,,Ground Level,POINT (-113.63334 53.502789),,
A0712,712,McKenney Ave & Lacombe Lake Park,,53.636326,-113.652764,2STA,,Ground Level,POINT (-113.652764 53.636326),,
22078,22078,97 Street & 49 Avenue,,53.486586,-113.479257,1EDM,,Ground Level,POINT (-113.479257 53.486586),,
5895,5895,Lessard Drive & 57 Avenue,,53.492968,-113.622556,1EDM,,Ground Level,POINT (-113.622556 53.492968),,
5328,5328,174 Street & 98A Avenue,,53.534147,-113.622514,1EDM,,Ground Level,POINT (-113.622514 53.534147),,
A0281,281,Sunset Blvd & Sheridan Dr,,53.625881,-113.613228,2STA,,Ground Level,POINT (-113.613228 53.625881),,
6710,6710,139 Street & 160 Avenue,,53.621324,-113.560246,1EDM,,Ground Level,POINT (-113.560246 53.621324),,
5029,5029,163 Street & 88 Avenue,,53.523024,-113.602718,1EDM,,Ground Level,POINT (-113.602718 53.523024),,
7876,7876,Homestead Crescent & Hermitage Road,,53.58398,-113.400437,1EDM,,Ground Level,POINT (-113.400437 53.58398),,
ODT-5773,5773,Wanyandi Road & Wolf Willow Road,Edmonton Transit On-Demand Stop,53.504736,-113.611742,1EDM,,Ground Level,POINT (-113.611742 53.504736),,
2660,2660,114 Street & 83 Avenue,,53.518901,-113.525624,1EDM,,Ground Level,POINT (-113.525624 53.518901),,
S1094,1094,Galloway Dr & Greystone Cr,,53.539078,-113.27892,4SCT,,Ground Level,POINT (-113.27892 53.539078),,
8821,8821,184 Street & 116 Avenue,,53.565854,-113.640759,1EDM,,Ground Level,POINT (-113.640759 53.565854),,
3341,3341,Woodvale Road W & 34B Avenue,,53.468475,-113.432936,1EDM,,Ground Level,POINT (-113.432936 53.468475),,
3711,3711,Meadows Transit Centre Bay K,,53.478369,-113.367976,1EDM,,Ground Level,POINT (-113.367976 53.478369),,
ODT-7468,7468,73 Street & 130 Avenue,Edmonton Transit On-Demand Stop,53.589207,-113.454516,1EDM,,Ground Level,POINT (-113.454516 53.589207),,
2452,2452,Calgary Trail & 48 Avenue,,53.485233,-113.494994,1EDM,,Ground Level,POINT (-113.494994 53.485233),,
1547,1547,44 Street & 114 Avenue,,53.566844,-113.409504,1EDM,,Ground Level,POINT (-113.409504 53.566844),,
E116,E116,,,53.540932,-113.504419,,Q2805,Concourse Level,POINT (-113.504419 53.540932),,
7547,7547,59A Street & 153 Avenue,,53.616348,-113.432718,1EDM,,Ground Level,POINT (-113.432718 53.616348),,
5511,5511,145 Street & 87 Avenue,,53.51929,-113.569656,1EDM,,Ground Level,POINT (-113.569656 53.51929),,
E25,E25,111 Street,,53.485595,-113.51739,,Q5266,Ground Level,POINT (-113.51739 53.485595),,
6312,6312,Eaux Claires Transit Centre Bay L,,53.618336,-113.489763,1EDM,,Ground Level,POINT (-113.489763 53.618336),,
ODT-9594,9594,Blackburn Drive & Blackett Wynd SW,Edmonton Transit On-Demand Stop,53.431621,-113.504054,1EDM,,Ground Level,POINT (-113.504054 53.431621),,
7077,7077,23 Street & 140 Avenue,,53.604162,-113.37759,1EDM,,Ground Level,POINT (-113.37759 53.604162),,
11094,11094,109 Street & 103 Avenue,,53.544182,-113.508667,1EDM,,Ground Level,POINT (-113.508667 53.544182),,
33004,33004,Maple Way & 42 Avenue,,53.480019,-113.348177,1EDM,,Ground Level,POINT (-113.348177 53.480019),,
9286,9286,Chappelle Drive & Chappelle Road SW,,53.399721,-113.574689,1EDM,,Ground Level,POINT (-113.574689 53.399721),,
6634,6634,129 Street & 161 Avenue,,53.623425,-113.544665,1EDM,,Ground Level,POINT (-113.544665 53.623425),,
7240,7240,26 Street & 139 Avenue,,53.602754,-113.382042,1EDM,,Ground Level,POINT (-113.382042 53.602754),,
5677,5677,751 Ormsby Road W,,53.497183,-113.652079,1EDM,,Ground Level,POINT (-113.652079 53.497183),,
6540,6540,St Albert Trail & 131 Avenue,,53.590293,-113.565602,1EDM,,Ground Level,POINT (-113.565602 53.590293),,
2509,2509,122 Street & 51 Avenue,,53.488982,-113.540986,1EDM,,Ground Level,POINT (-113.540986 53.488982),,
E210,E210,Southgate Transit Centre Elevator,,53.485576,-113.51615,,Q5266,Ground Level,POINT (-113.51615 53.485576),,
S9150,9150,Clover Bar Rd & Colwill Boulevard,,53.529643,-113.263892,4SCT,,Ground Level,POINT (-113.263892 53.529643),,
2140,2140,45 Street & 104A Avenue,,53.547159,-113.411394,1EDM,,Ground Level,POINT (-113.411394 53.547159),,
9467,9467,50 Street & Ellerslie Road SW,,53.425556,-113.417694,1EDM,,Ground Level,POINT (-113.417694 53.425556),,
9030,9030,Rutherford Point & Rutherford Road SW,,53.422047,-113.53444,1EDM,,Ground Level,POINT (-113.53444 53.422047),,
3025,3025,78 Street & Knottwood Road N,,53.449941,-113.452679,1EDM,,Ground Level,POINT (-113.452679 53.449941),,
A0989,989,Hogan Rd & Nelson Ct,,53.648096,-113.665027,2STA,,Ground Level,POINT (-113.665027 53.648096),,
A0244,244,Everitt Dr & Ebony Way,,53.666768,-113.632587,2STA,,Ground Level,POINT (-113.632587 53.666768),,
S1014,1014,Sherwood Dr & Main Blvd,,53.534905,-113.295887,4SCT,,Ground Level,POINT (-113.295887 53.534905),,
4236,4236,109 Street & 25 Avenue,,53.456156,-113.509676,1EDM,,Ground Level,POINT (-113.509676 53.456156),,
S2158,2158,34 Street & 101 Avenue,,53.541326,-113.394538,4SCT,,Ground Level,POINT (-113.394538 53.541326),,
6284,6284,103 Street & 129 Avenue,,53.587409,-113.497979,1EDM,,Ground Level,POINT (-113.497979 53.587409),,
1480,1480,79 Street & 112 Avenue,,53.561149,-113.462087,1EDM,,Ground Level,POINT (-113.462087 53.561149),,
4529,4529,Rabbit Hill Road & MacTaggart Drive,,53.438798,-113.564982,1EDM,,Ground Level,POINT (-113.564982 53.438798),,
3360,3360,Youville Drive W & 29 Avenue,,53.46029,-113.430279,1EDM,,Ground Level,POINT (-113.430279 53.46029),,
2413,2413,Mill Creek & Roper Road,,53.494696,-113.430687,1EDM,,Ground Level,POINT (-113.430687 53.494696),,
7158,7158,23 Street & 146 Avenue,,53.609365,-113.375023,1EDM,,Ground Level,POINT (-113.375023 53.609365),,
2424,2424,89 Street & 51 Avenue,,53.488208,-113.464525,1EDM,,Ground Level,POINT (-113.464525 53.488208),,
4565,4565,109 Street & 29A Avenue,,53.460519,-113.511921,1EDM,,Ground Level,POINT (-113.511921 53.460519),,
3969,3969,19 Street & 35A Avenue,,53.469597,-113.371664,1EDM,,Ground Level,POINT (-113.371664 53.469597),,
5766,5766,175 Street & 82 Avenue,,53.514775,-113.623314,1EDM,,Ground Level,POINT (-113.623314 53.514775),,
4509,4509,McLuhan Road & MacTaggart Drive,,53.437929,-113.56186,1EDM,,Ground Level,POINT (-113.56186 53.437929),,
3258,3258,Woodvale Road W & 35A Avenue,,53.469904,-113.433784,1EDM,,Ground Level,POINT (-113.433784 53.469904),,
3384,3384,34 Street & 38 Avenue,,53.473056,-113.392288,1EDM,,Ground Level,POINT (-113.392288 53.473056),,
QSTR,,Strathearn Stop,,53.53169,-113.462462,1EDM,,,POINT (-113.462462 53.53169),,
4587,4587,Calgary Trail SB & Whitemud Drive,,53.479636,-113.495054,1EDM,,Ground Level,POINT (-113.495054 53.479636),,
A0619,619,Bellerose Dr & Evergreen Dr,,53.651491,-113.616067,2STA,,Ground Level,POINT (-113.616067 53.651491),,
1275,1275,54 Street & 120 Avenue,,53.573892,-113.424488,1EDM,,Ground Level,POINT (-113.424488 53.573892),,
S5109,5109,Keith Rd & Village Dr,,53.519325,-113.32494,4SCT,,Ground Level,POINT (-113.32494 53.519325),,
88150,88150,Granville Link & Getty Heath,,53.499708,-113.682474,1EDM,,Ground Level,POINT (-113.682474 53.499708),,
6005,6005,Castle Downs Transit Centre Bay E,,53.61648,-113.516423,1EDM,,Ground Level,POINT (-113.516423 53.61648),,
66016,66016,127 Street & 161 Avenue,,53.623695,-113.540652,1EDM,,Ground Level,POINT (-113.540652 53.623695),,
S5029,5029,Main Blvd & Mission St,,53.53748,-113.312377,4SCT,,Ground Level,POINT (-113.312377 53.53748),,
3308,3308,Tamarack Road & 37C Avenue,,53.474238,-113.3655,1EDM,,Ground Level,POINT (-113.3655 53.474238),,
1463,1463,95 Street & 104 Avenue,,53.548384,-113.480654,1EDM,,Ground Level,POINT (-113.480654 53.548384),,
1587,1587,101 Street & 105A Avenue,,53.549178,-113.493599,1EDM,,Ground Level,POINT (-113.493599 53.549178),,
Q5164,,McKernan Belgravia Station,,53.512603,-113.526199,1EDM,,,POINT (-113.526199 53.512603),,
1105,1105,Kingsway RAH Transit Centre Bay G,,53.558673,-113.501435,1EDM,,Ground Level,POINT (-113.501435 53.558673),,
1834,1834,110 Street & 104 Avenue,,53.546338,-113.510791,1EDM,,Ground Level,POINT (-113.510791 53.546338),,
1020,1020,38 Street & 114 Avenue,,53.566526,-113.400068,1EDM,,Ground Level,POINT (-113.400068 53.566526),,
3566,3566,Millbourne Road E & 40 Avenue,,53.477222,-113.444367,1EDM,,Ground Level,POINT (-113.444367 53.477222),,
9804,9804,50 Street & Watt Common SW,,53.421605,-113.417749,1EDM,,Ground Level,POINT (-113.417749 53.421605),,
9246,9246,5110 Currents Drive E,,53.435635,-113.599493,1EDM,,Ground Level,POINT (-113.599493 53.435635),,
5371,5371,145 Street & 85 Avenue,,53.517389,-113.570389,1EDM,,Ground Level,POINT (-113.570389 53.517389),,
A0070,70,Bellerose Dr & Oakmont Dr,,53.656365,-113.61483,2STA,,Ground Level,POINT (-113.61483 53.656365),,
7741,7741,95 Street & 165 Avenue,,53.625464,-113.486929,1EDM,,Ground Level,POINT (-113.486929 53.625464),,
2697,2697,99 Street & 82 Avenue,,53.517685,-113.486009,1EDM,,Ground Level,POINT (-113.486009 53.517685),,
1294,1294,Wayne Gretzky Drive S & 118 Avenue,,53.570226,-113.453089,1EDM,,Ground Level,POINT (-113.453089 53.570226),,
88105,88105,199 Street & Edgemont Boulevard,,53.468286,-113.664577,1EDM,,Ground Level,POINT (-113.664577 53.468286),,
4272,4272,Haddow Drive & Hunters Green,,53.458258,-113.593391,1EDM,,Ground Level,POINT (-113.593391 53.458258),,
5576,5576,142 Street & 100 Avenue,,53.540606,-113.565871,1EDM,,Ground Level,POINT (-113.565871 53.540606),,
A0919,919,Gervais Rd & Galarneau Pl,,53.619857,-113.611291,2STA,,Ground Level,POINT (-113.611291 53.619857),,
3639,3639,99 Street & 19 Avenue,,53.445878,-113.484951,1EDM,,Ground Level,POINT (-113.484951 53.445878),,
5743,5743,178 Street & 98A Avenue,,53.534866,-113.628342,1EDM,,Ground Level,POINT (-113.628342 53.534866),,
7128,7128,Evergreen Mobile Park Loop,,53.629402,-113.353774,1EDM,,Ground Level,POINT (-113.353774 53.629402),,
2144,2144,67 Street & 106 Avenue,,53.549214,-113.434392,1EDM,,Ground Level,POINT (-113.434392 53.549214),,
9605,9605,Carson Way & Chappelle Way SW,,53.401129,-113.582691,1EDM,,Ground Level,POINT (-113.582691 53.401129),,
1396,1396,38 Street & 114 Avenue,,53.566854,-113.400504,1EDM,,Ground Level,POINT (-113.400504 53.566854),,
A0380,380,Sir Winston Churchill Avenue & Hawthorne Crescent,,53.608025,-113.638795,2STA,,Ground Level,POINT (-113.638795 53.608025),,
5749,5749,178 Street & Whitemud Drive,,53.513569,-113.629783,1EDM,,Ground Level,POINT (-113.629783 53.513569),,
77672,77672,Cy Becker Road & Cy Becker Boulevard,,53.633088,-113.412817,1EDM,,Ground Level,POINT (-113.412817 53.633088),,
1711,1711,107 Street & 100 Avenue,,53.539718,-113.504658,1EDM,,Ground Level,POINT (-113.504658 53.539718),,
88173,88173,Rosenthal Way & 91 Avenue,,53.525133,-113.695555,1EDM,,Ground Level,POINT (-113.695555 53.525133),,
6161,6161,Mark Messier Trail & 142 Avenue,,53.604023,-113.578806,1EDM,,Ground Level,POINT (-113.578806 53.604023),,
22675,22675,88 Street & 66 Avenue,,53.502154,-113.464405,1EDM,,Ground Level,POINT (-113.464405 53.502154),,
1054,1054,44 Street & 121 Avenue,,53.575037,-113.408712,1EDM,,Ground Level,POINT (-113.408712 53.575037),,
1993,1993,106 Street & 97 Avenue,,53.533683,-113.502825,1EDM,,Ground Level,POINT (-113.502825 53.533683),,
A0310,310,Jensen Lakes Blvd & Jensen Crossing,,53.665058,-113.637787,2STA,,Ground Level,POINT (-113.637787 53.665058),,
77181,77181,63 Street & 137 Avenue,,53.599743,-113.439319,1EDM,,Ground Level,POINT (-113.439319 53.599743),,
2503,2503,114 Street & 76 Avenue,,53.511615,-113.526035,1EDM,,Ground Level,POINT (-113.526035 53.511615),,
3706,3706,Meadows Transit Centre Bay F,,53.478318,-113.36776,1EDM,,Ground Level,POINT (-113.36776 53.478318),,
99030,99030,Glenridding Ravine Wynd & Glenridding Ravine Drive SW,,53.407129,-113.604691,1EDM,,Ground Level,POINT (-113.604691 53.407129),,
1566,1566,61 Street & 112 Avenue,,53.566318,-113.431524,1EDM,,Ground Level,POINT (-113.431524 53.566318),,
A0741,741,Heritage Dr & Haviland Cres,,53.610259,-113.620218,2STA,,Ground Level,POINT (-113.620218 53.610259),,
77435,77435,McConachie Boulevard & 176 Avenue,,53.639065,-113.427268,1EDM,,Ground Level,POINT (-113.427268 53.639065),,
Q1759,,Kingsway Station,,53.557485,-113.500684,1EDM,,,POINT (-113.500684 53.557485),,
5598,5598,144 Street & 112 Avenue,,53.560543,-113.570401,1EDM,,Ground Level,POINT (-113.570401 53.560543),,
8929,8929,222 Street & Rosenthal Boulevard,,53.516584,-113.699723,1EDM,,Ground Level,POINT (-113.699723 53.516584),,
55369,55369,173 Street & Stony Plain Road,,53.539972,-113.62021,1EDM,,Ground Level,POINT (-113.62021 53.539972),,
77606,77606,68 Street & 137 Avenue,,53.599564,-113.445633,1EDM,,Ground Level,POINT (-113.445633 53.599564),,
E132,E132,110 Street & 99 Street West,,53.536707,-113.510365,,Q3561,Ground Level,POINT (-113.510365 53.536707),,
66182,66182,Albany Drive & 167 Avenue,,53.628794,-113.548072,1EDM,,Ground Level,POINT (-113.548072 53.628794),,
6083,6083,105 Dunluce Road,,53.627501,-113.531301,1EDM,,Ground Level,POINT (-113.531301 53.627501),,
1127,1127,123 Street & Jasper Avenue,,53.541255,-113.533342,1EDM,,Ground Level,POINT (-113.533342 53.541255),,
